Top pages,Clicks,Impressions,CTR,Position
https://9takes.com/personality-analysis/Donald-Trump#toc-the-making-of-a-challenger-trumps-formative-years,0,50,0%,6.76
https://9takes.com/personality-analysis/IShowSpeed#toc-why-we-cant-look-away-the-psychological-magnetism-of-ishowspeed,0,50,0%,7.12
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-the-analytical-mind-behind-the-social-network,0,50,0%,7.86
https://9takes.com/personality-analysis/Barack-Obama#toc-the-essence-of-type-9-understanding-obamas-core-motivation,0,50,0%,8.92
https://9takes.com/personality-analysis/Jeff-Bezos#toc-the-innovation-dichotomy-embracing-failure-while-demanding-excellence,0,50,0%,9.68
https://9takes.com/personality-analysis/Nancy-Reagan#toc-nancy-reagans-type-2-just-say-no-campaign-helping-americas-children,0,49,0%,2.57
https://9takes.com/personality-analysis/Nancy-Reagan#toc-nancy-reagans-type-2-white-house-style-beauty-as-service,0,49,0%,2.57
https://9takes.com/questions,0,49,0%,4.33
https://9takes.com/personality-analysis/Brad-Pitt#toc-what-makes-brad-pitt-happy-the-simple-pleasures-of-an-a-list-nine,0,49,0%,5.98
https://9takes.com/personality-analysis/Brad-Pitt#toc-brad-pitts-childhood-in-springfield-how-missouri-shaped-hollywoods-most-laid-back-star,0,49,0%,6.22
https://9takes.com/personality-analysis/Anne-Hathaway#toc-the-inner-world-of-a-perfectionist,0,49,0%,6.27
https://9takes.com/personality-analysis/Winston-Churchill#toc-churchills-upbringing-shaped-his-8-personality,0,49,0%,6.82
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-intellectual-curiosity-the-engine-of-innovation,0,49,0%,7.86
https://9takes.com/personality-analysis/Barack-Obama#toc-the-inner-workings-obamas-type-9-mind,0,49,0%,8.88
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-1-the-perfectionists-attachment-dilemma,0,49,0%,9.98
https://9takes.com/personality-analysis/Mr-Beast#toc-is-mrbeasts-charity-work-real,0,48,0%,5.21
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-court-of-public-opinion-depps-legal-battles,0,48,0%,7.08
https://9takes.com/personality-analysis/Brad-Pitt#toc-from-university-dropout-to-thelma-louise-brads-unconventional-path-to-fame,0,47,0%,5.98
https://9takes.com/personality-analysis/Anne-Hathaway#toc-pride-and-shame-the-type-1s-emotional-landscape,0,47,0%,6
https://9takes.com/personality-analysis/Donald-Trump#toc-relationships-and-loyalty-inside-trumps-inner-circle,0,46,0%,6.46
https://9takes.com/personality-analysis/Chelsea-Handler#toc-what-chelsea-handler-really-fears-and-its-not-criticism,0,46,0%,7.02
https://9takes.com/personality-analysis/Denzel-Washington#toc-denzels-approach-to-his-craft-the-type,0,46,0%,7.76
https://9takes.com/personality-analysis/Bernie-Sanders#toc-bernie-sanders-type-9-consistency-in-a-chaotic-political-world,0,45,0%,3.38
https://9takes.com/personality-analysis/Chelsea-Handler#toc-daily-life-as-chelsea-handler-the-habits-that-keep-her-centered,0,45,0%,7.11
https://9takes.com/personality-analysis/Jeff-Bezos#toc-amazons-organizational-structure-the-reformers-blueprint,0,45,0%,8.69
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-6-in-stress,0,45,0%,9.16
https://9takes.com/personality-analysis/Joaquin-Phoenix#toc-the-contradiction-fame-vs-authenticity-in-phoenixs-career,0,44,0%,6.27
https://9takes.com/enneagram-corner/enneagram-communication-guide,0,44,0%,9.34
https://9takes.com/personality-analysis/Logan-Paul#toc-beyond-the-stereotype-where-logan-breaks-the-type-3-mold,0,43,0%,5.35
https://9takes.com/personality-analysis/Logan-Paul#toc-the-core-fears-driving-logan-paul,0,43,0%,5.35
https://9takes.com/personality-analysis/Logan-Paul#toc-the-evolution-of-an-achiever,0,43,0%,5.35
https://9takes.com/personality-analysis/Logan-Paul#toc-the-type-3-mind-image-effectiveness-and-recognition,0,43,0%,5.35
https://9takes.com/personality-analysis/Druski#toc-behind-druskis-bold-humor-the-strategic-mind-nobody-sees,0,43,0%,6.21
https://9takes.com/personality-analysis/George-W-Bush#toc-leadership-style-the-bush-method,0,43,0%,6.35
https://9takes.com/personality-analysis/George-W-Bush#toc-personal-quirks-and-habits-the-human-side-of-bush,0,43,0%,6.35
https://9takes.com/personality-analysis/George-W-Bush#toc-the-counterphobic-response-bushs-forward-leaning-strategy,0,43,0%,6.35
https://9takes.com/personality-analysis/George-W-Bush#toc-the-transformation-from-peace-to-war,0,43,0%,6.35
https://9takes.com/personality-analysis/George-W-Bush#toc-the-weight-of-decision-type-6-under-pressure,0,43,0%,6.35
https://9takes.com/personality-analysis/Anne-Hathaway#toc-transformations-the-physical-and-mental-dedication,0,43,0%,6.53
https://9takes.com/personality-analysis/Anne-Hathaway#toc-when-the-world-criticized-the-perfectionist-the-hathahate-era,0,43,0%,6.53
https://9takes.com/personality-analysis/Chelsea-Handler#toc-i-dont-give-a-f-chelseas-type-8-mind-at-work,0,43,0%,7.05
https://9takes.com/personality-analysis/Marilyn-Monroe#toc-marilyns-enduring-cultural-impact-a-legacy-of-inspiration,0,43,0%,7.09
https://9takes.com/how-to-guides,0,42,0%,1.62
https://9takes.com/personality-analysis/Anne-Hathaway#toc-motherhood-when-perfection-meets-unpredictability,0,42,0%,6.52
https://9takes.com/personality-analysis/Paris-Hilton#toc-paris-hiltons-relationship-with-other-types-dynamic-contrasts,0,42,0%,6.69
https://9takes.com/personality-analysis/Chelsea-Handler#toc-from-raw-anger-to-vulnerable-power-chelseas-evolution,0,42,0%,7.14
https://9takes.com/personality-analysis/Chelsea-Handler#toc-the-trauma-that-forged-chelseas-protective-shell,0,42,0%,7.14
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-4-the-individualists-push-pull-attachment,0,42,0%,10.05
https://9takes.com/enneagram-corner/enneagram-faqs,0,42,0%,17.93
https://9takes.com/personality-analysis/Chelsea-Handler#toc-the-celebrity-inner-circle-who-chelsea-trusts-and-why,0,41,0%,7.12
https://9takes.com/personality-analysis/Lana-Del-Rey#toc-lana-del-reys-country-music-evolution-type-4-authenticity-in-the-right-person-will-stay,0,41,0%,7.76
https://9takes.com/personality-analysis/Lana-Del-Rey#toc-lana-del-reys-creative-process-how-type-4-thinking-shapes-her-artistry,0,41,0%,7.76
https://9takes.com/personality-analysis/Bernie-Sanders#toc-what-is-bernie-sanders-personality-type,0,40,0%,3.1
https://9takes.com/personality-analysis/Dwayne-Johnson#toc-the-hidden-fears-that-drive-hollywoods-biggest-star,0,40,0%,6.15
https://9takes.com/personality-analysis/Robert-Pattinson#toc-the-batman-and-beyond-pattinsons-surprising-return-to-blockbusters,0,40,0%,7.62
https://9takes.com/personality-analysis/Prince#toc-connections-and-isolation-princes-relationships,0,40,0%,9.75
https://9takes.com/personality-analysis/Prince#toc-early-foundations-seeds-of-the-purple-one,0,40,0%,9.75
https://9takes.com/personality-analysis/Doechii#toc-the-shadow-side-when-enthusiasts-face-their-pain,0,39,0%,7.64
https://9takes.com/personality-analysis/Robert-Pattinson#toc-the-cronenberg-effect-pattinsons-bold-post-twilight-choices,0,39,0%,7.95
https://9takes.com/personality-analysis/Druski#toc-the-nawfside-influence-how-atlanta-shaped-druskis-character-range,0,38,0%,4.03
https://9takes.com/personality-analysis/Lex-Fridman#toc-lex-fridmans-psychological-profile-the-enneagram-type-5-investigator,0,38,0%,5.82
https://9takes.com/personality-analysis/Pete-Davidson#toc-how-each-enneagram-type-reacts-to-pete-davidson,0,38,0%,7.16
https://9takes.com/personality-analysis/Druski#toc-why-druski-can-roast-himself-better-than-anyone-else-could,0,37,0%,5.19
https://9takes.com/personality-analysis/Druski#toc-the-depression-nobody-saw-behind-druskis-rise-to-fame,0,37,0%,5.68
https://9takes.com/personality-analysis/Billie-Eilish#toc-billie-eilishs-type-4-name-story-identity-from-birth,0,37,0%,6.03
https://9takes.com/personality-analysis/George-H-W-Bush#toc-building-international-alliances-a-type-6s-collaborative-nature,0,37,0%,6.54
https://9takes.com/personality-analysis/George-H-W-Bush#toc-commitment-to-public-service-loyalty-to-country-and-duty,0,37,0%,6.54
https://9takes.com/personality-analysis/Pete-Davidson#toc-the-relationship-shapeshifter-why-pete-becomes-his-partners,0,37,0%,7.22
https://9takes.com/personality-analysis/Zayn-Malik#toc-moments-of-triumph-thriving-in-his-individuality,0,37,0%,10.14
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-beyonc-and-jay-z-inside-their-relationship-through-the-lens-of-type-8-loyalty,0,36,0%,7.42
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-how-beyonc-built-her-empire-the-type-8-drive-for-control-and-independence,0,36,0%,7.42
https://9takes.com/personality-analysis/Madison-Beer#toc-evolving-style-and-self-expression-a-journey-of-self-discovery,0,36,0%,10.28
https://9takes.com/personality-analysis/Robert-Greene#toc-beyond-the-observer-greenes-integration-and-growth,0,36,0%,10.39
https://9takes.com/personality-analysis/Joe-Biden#toc-forged-through-fire-bidens-journey-through-tragedy,0,35,0%,3.63
https://9takes.com/personality-analysis/Joe-Biden#toc-the-essence-of-joe-biden-a-helpers-heart-in-a-hardened-world,0,35,0%,3.63
https://9takes.com/personality-analysis/Dave-Portnoy#toc-the-art-of-revenge-dave-portnoys-champagne-ritual,0,35,0%,4.57
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-beyoncs-leadership-style-how-she-commands-the-stage-and-runs-her-world,0,35,0%,7.23
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-beyoncs-renaissance-and-cowboy-carter-how-she-continues-to-reinvent-the-music-industry,0,35,0%,7.23
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#the-missing-piece-what-is-the-enneagram,0,35,0%,10.29
https://9takes.com/personality-analysis/Madison-Beer#toc-navigating-fame-on-her-own-terms-authenticity-over-conformity,0,35,0%,10.46
https://9takes.com/personality-analysis/Prince-Harry#toc-the-security-paradox-prince-harrys-ongoing-challenge,0,34,0%,5.71
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-quiet-joy-what-makes-ryan-light-up,0,34,0%,6.56
https://9takes.com/personality-analysis/Donald-Trump#toc-the-trump-leadership-style-command-and-conquer,0,34,0%,7.26
https://9takes.com/personality-analysis/Donald-Trump#toc-i-alone-can-fix-it-trumps-communication-style,0,34,0%,7.74
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-innovative-efficiency-the-minimalist-ceo,0,34,0%,7.74
https://9takes.com/personality-analysis/Robert-Pattinson#toc-inside-roberts-mind-the-constant-search-for-meaning,0,34,0%,7.82
https://9takes.com/personality-analysis/Kim-Kardashian#toc-business-empire-type-3-in-action,0,34,0%,8.21
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-1-in-stress,0,34,0%,9.24
https://9takes.com/personality-analysis/Zayn-Malik#toc-childhood-and-upbringing-the-making-of-an-individualist,0,34,0%,9.74
https://9takes.com/community/what-winning-online-arguments-looks-like,0,34,0%,18.76
https://9takes.com/personality-analysis/Bernie-Sanders#toc-the-type-9-behind-sanders-political-revolution,0,33,0%,3.27
https://9takes.com/personality-analysis/Meghan-Markle#toc-meghan-markle-as-a-mother-how-archie-and-lilibet-fulfill-her-type-2-desires,0,33,0%,5.09
https://9takes.com/personality-analysis/Ronald-Reagan#toc-presidential-leadership-the-loyalist-at-the-helm,0,33,0%,5.88
https://9takes.com/personality-analysis/Ronald-Reagan#toc-the-governor-testing-loyalist-leadership,0,33,0%,5.88
https://9takes.com/personality-analysis/Ronald-Reagan#toc-the-pivot-a-loyalist-finds-his-true-north,0,33,0%,5.88
https://9takes.com/enneagram-corner/mental-health/enneagram-parenting-mental-health,0,33,0%,7.52
https://9takes.com/personality-analysis/Robert-Pattinson#toc-beyond-the-screen-pattinsons-creative-outlets,0,33,0%,7.82
https://9takes.com/personality-analysis/Robert-Pattinson#toc-the-friends-he-keeps-pattinsons-inner-circle,0,33,0%,7.82
https://9takes.com/personality-analysis/Blake-Lively#toc-the-type-1-type-7-dynamic-blake-and-ryan-reynolds,0,33,0%,8.42
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-4-in-stress,0,33,0%,9.18
https://9takes.com/personality-analysis/Prince#toc-behind-the-symbol-the-quest-for-authentic-identity,0,32,0%,9.47
https://9takes.com/personality-analysis/Prince#toc-the-artist-in-control-fighting-for-creative-autonomy,0,32,0%,9.47
https://9takes.com/personality-analysis/Prince#toc-the-inner-soundtrack-a-mind-that-never-stopped-creating,0,32,0%,9.47
https://9takes.com/personality-analysis/Prince#toc-the-spiritual-duality-faith-and-sensuality,0,32,0%,9.47
https://9takes.com/personality-analysis/Prince#toc-when-doves-cry-the-emotional-landscape,0,32,0%,9.47
https://9takes.com/personality-analysis/Robert-Greene#toc-the-knowledge-seeker-greenes-research-obsession,0,32,0%,10.59
https://9takes.com/enneagram-corner/enneagram-science-mental-health,0,31,0%,6.16
https://9takes.com/personality-analysis/Mikey-Madison#toc-what-makes-mikey-madison-proud-the-type-9-view-of-achievement,0,31,0%,6.23
https://9takes.com/personality-analysis/Ryan-Gosling#toc-behind-the-intensity-what-actually-stresses-ryan-out,0,31,0%,6.71
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-collaborator-how-ryan-works-with-others,0,31,0%,6.71
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-inner-struggle-ryans-path-to-finding-his-voice,0,31,0%,6.71
https://9takes.com/personality-analysis/Ryan-Gosling#toc-the-peaceful-parent-ryans-evolution-through-family,0,31,0%,6.71
https://9takes.com/personality-analysis/Ruth-Bader-Ginsburg#toc-devotion-to-duty,0,31,0%,9.45
https://9takes.com/personality-analysis/Ruth-Bader-Ginsburg#toc-uncompromising-idealism,0,31,0%,9.45
https://9takes.com/personality-analysis/Zayn-Malik#toc-style-habits-and-quirks-the-individualists-signature,0,31,0%,9.84
https://9takes.com/personality-analysis/Eminem#toc-the-foundations-of-fear,0,31,0%,9.87
https://9takes.com/personality-analysis/Eminem#toc-trust-nobody,0,31,0%,9.87
https://9takes.com/personality-analysis/Druski#toc-why-druskis-version-of-the-challenger-connects-when-others-dont,0,30,0%,4.87
https://9takes.com/personality-analysis/Winston-Churchill#toc-flaws-and-challenges,0,30,0%,5.87
https://9takes.com/personality-analysis/Lex-Fridman#toc-the-martial-artists-mindset-lexs-journey-in-brazilian-jiu-jitsu,0,30,0%,5.93
https://9takes.com/personality-analysis/Blake-Lively#toc-hollywood-roots-the-making-of-a-type-1,0,30,0%,8.53
https://9takes.com/personality-analysis/Blake-Lively#toc-navigating-the-spotlight-with-integrity,0,30,0%,8.53
https://9takes.com/personality-analysis/Barack-Obama#toc-the-presidential-paradox-obamas-leadership-style,0,30,0%,9.33
https://9takes.com/personality-analysis/Ruth-Bader-Ginsburg#toc-unyielding-pursuit-of-excellence,0,30,0%,9.7
https://9takes.com/personality-analysis/Jon-Stewart#toc-how-each-enneagram-type-might-perceive-jon-stewart,0,29,0%,4.24
https://9takes.com/personality-analysis/Druski#toc-the-surprising-sports-dream-that-shaped-druskis-performance-style,0,29,0%,4.83
https://9takes.com/personality-analysis/Chelsea-Handler#toc-what-actually-stresses-chelsea-out-its-not-what-you-think,0,29,0%,7.34
https://9takes.com/personality-analysis/Barack-Obama#toc-obamas-growth-the-evolving-type-9,0,29,0%,9.28
https://9takes.com/personality-analysis/Barack-Obama#toc-presidential-policies-through-a-type-9-lens,0,29,0%,9.28
https://9takes.com/personality-analysis/Barack-Obama#toc-the-making-of-a-peacemaker-obamas-formative-years,0,29,0%,9.28
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#what-are-attachment-styles-really,0,29,0%,10.17
https://9takes.com/personality-analysis/Robert-Greene#toc-the-silent-analyzer-greenes-communication-style,0,29,0%,10.69
https://9takes.com/personality-analysis/Bernie-Sanders#toc-how-sanders-handles-conflict-like-a-classic-type-9,0,28,0%,2.86
https://9takes.com/personality-analysis/Bernie-Sanders#toc-sanders-type-9-response-to-criticism-and-setbacks,0,28,0%,2.86
https://9takes.com/personality-analysis/Jon-Stewart#toc-the-enthusiast-with-a-mission,0,28,0%,4.18
https://9takes.com/personality-analysis/Tina-Fey#toc-behind-tina-feys-sharp-wit-the-enneagram-5-mind-that-transformed-snl,0,28,0%,4.82
https://9takes.com/personality-analysis/Meghan-Markle#toc-why-meghan-markle-left-britain-a-type-2-under-royal-pressure,0,28,0%,5.82
https://9takes.com/personality-analysis/Meryl-Streep#toc-the-telltale-signs-of-streeps-type-2-personality,0,28,0%,6.07
https://9takes.com/personality-analysis/Keanu-Reeves#toc-the-buddhist-connection-spiritual-alignment-with-type-9-traits,0,28,0%,10.57
https://9takes.com/personality-analysis/Zayn-Malik#toc-stressful-moments-navigating-challenges-as-an-individualist,0,28,0%,10.68
https://9takes.com/personality-analysis/Donald-Trump#toc-the-art-of-the-deal-trumps-problem-solving-approach,0,27,0%,7.22
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-behind-beyoncs-public-image-vulnerability-in-her-music-and-personal-growth,0,27,0%,7.44
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-beyoncs-activism-standing-up-for-social-justice-like-a-true-challenger,0,27,0%,7.44
https://9takes.com/personality-analysis/Beyonce-Knowles#toc-beyoncs-business-ventures-the-strategic-mind-behind-her-multi-million-dollar-success,0,27,0%,7.44
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-4-the-tortured-artists,0,27,0%,9.78
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-5-the-young-investigators,0,27,0%,9.85
https://9takes.com/personality-analysis/Eminem#toc-the-voice-inside-his-head,0,27,0%,10
https://9takes.com/personality-analysis/Robert-Greene#toc-the-watcher-greenes-natural-observation-skills,0,27,0%,10.41
https://9takes.com/personality-analysis/Jon-Stewart#toc-the-legacy-of-a-type-7-in-full-bloom,0,26,0%,3.69
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-artists-palette-depps-lesser-known-passions,0,26,0%,8.88
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-enneagram-perspective-understanding-depps-inner-landscape,0,26,0%,8.88
https://9takes.com/personality-analysis/Robert-Greene#toc-the-psychological-core-fear-and-detachment,0,26,0%,10.69
https://9takes.com/personality-analysis/Robert-Greene#toc-the-strategist-turning-knowledge-into-power,0,26,0%,10.69
https://9takes.com/personality-analysis/Jon-Stewart#toc-a-restless-spirit-in-action,0,25,0%,3.6
https://9takes.com/personality-analysis/Jon-Stewart#toc-advocacy-the-evolution-of-a-type-7,0,25,0%,3.6
https://9takes.com/personality-analysis/Jon-Stewart#toc-comedy-as-a-shield-against-pain,0,25,0%,3.6
https://9takes.com/personality-analysis/Jon-Stewart#toc-the-surprising-stability-of-jon-stewart,0,25,0%,3.6
https://9takes.com/personality-analysis/Joe-Biden#toc-challenges-and-growth-the-helpers-learning-edge,0,25,0%,3.68
https://9takes.com/personality-analysis/Joe-Biden#toc-presidential-priorities-a-helper-in-the-oval-office,0,25,0%,3.68
https://9takes.com/personality-analysis/Joe-Biden#toc-the-helper-as-leader-bidens-political-style,0,25,0%,3.68
https://9takes.com/personality-analysis/Tina-Fey#toc-the-social-circle-who-tina-fey-lets-into-her-inner-world-and-why,0,25,0%,4.6
https://9takes.com/personality-analysis/Adin-Ross#toc-no-new-wars-with-trump-in-office-why-adin-ross-supports-trump-and-what-it-reveals-about-his-type-3-personality,0,25,0%,7.32
https://9takes.com/personality-analysis/Adin-Ross#toc-whats-next-for-adin-ross-future-plans-revealed-through-his-type-3-personality,0,25,0%,7.32
https://9takes.com/enneagram-corner/enneagram-trauma-response-guide,0,25,0%,8.16
https://9takes.com/personality-analysis/Johnny-Depp#toc-the-artist-emerges-turning-pain-into-beauty,0,25,0%,8.84
https://9takes.com/personality-analysis/Katy-Perry#toc-behind-the-candy-coated-exterior-the-shadow-side,0,25,0%,9.08
https://9takes.com/personality-analysis/Katy-Perry#toc-creating-joy-as-life-purpose,0,25,0%,9.08
https://9takes.com/personality-analysis/Katy-Perry#toc-finding-groundedness-the-evolving-enthusiast,0,25,0%,9.08
https://9takes.com/personality-analysis/Katy-Perry#toc-from-gospel-roots-to-i-kissed-a-girl-the-making-of-an-enthusiast,0,25,0%,9.08
https://9takes.com/personality-analysis/Peter-Thiel#toc-the-essence-of-enneagram-type-6-the-loyalist,0,24,0%,2.17
https://9takes.com/personality-analysis/Jimmy-Carter#toc-generosity-and-personal-sacrifice,0,24,0%,2.5
https://9takes.com/personality-analysis/Jimmy-Carter#toc-integration-and-disintegration,0,24,0%,2.5
https://9takes.com/personality-analysis/Jimmy-Carter#toc-selfless-service-and-compassion,0,24,0%,2.5
https://9takes.com/personality-analysis/Winston-Churchill#toc-a-taste-for-adventure-and-glory,0,24,0%,6.04
https://9takes.com/personality-analysis/Winston-Churchill#toc-rising-to-the-challenge-of-leadership,0,24,0%,6.04
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-3-the-achievers-performance-based-attachment,0,24,0%,10.46
https://9takes.com/personality-analysis/Zayn-Malik#toc-first-big-success-from-one-direction-to-finding-his-own-direction,0,23,0%,10.57
https://9takes.com/personality-analysis/Tina-Fey#toc-the-unlikely-leader-how-tina-feys-type-5-brain-runs-a-writers-room,0,22,0%,5.09
https://9takes.com/personality-analysis/Robert-Pattinson#toc-what-makes-robert-tick-stressors-and-joys-of-a-type-4-actor,0,22,0%,6.73
https://9takes.com/personality-analysis/Taylor-Swift#toc-love-in-the-spotlight-the-type-3s-journey-to-authentic-connection,0,22,0%,10.05
https://9takes.com/personality-analysis/Henry-Cavill#toc-handling-hollywood-heartbreak-how-henry-copes-with-career-disappointments,0,21,0%,5.52
https://9takes.com/personality-analysis/Meryl-Streep#toc-how-streeps-helper-nature-shapes-her-current-projects,0,21,0%,6.52
https://9takes.com/personality-analysis/Henry-Cavill#toc-the-gentlemans-code-henrys-old-school-values-in-modern-hollywood,0,21,0%,6.57
https://9takes.com/personality-analysis/Pete-Davidson#toc-mental-health-substances-and-the-search-for-peace,0,21,0%,7.67
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-1-the-little-perfectionists,0,21,0%,10.1
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-7-the-mini-adventurers,0,21,0%,10.19
https://9takes.com/personality-analysis/Jason-Calacanis,0,21,0%,14
https://9takes.com/personality-analysis/Druski#toc-how-druski-used-big-boss-energy-to-break-into-hip-hops-inner-circle,0,20,0%,6.55
https://9takes.com/personality-analysis/Pete-Davidson#toc-self-deprecating-comedy-type-9s-ultimate-defense-mechanism,0,20,0%,7.8
https://9takes.com/personality-analysis/Pete-Davidson#toc-the-paradox-of-success-how-a-type-9-built-an-empire-through-discomfort,0,20,0%,7.8
https://9takes.com/personality-analysis/Pete-Davidson#toc-the-rage-behind-the-glazed-eyes-a-type-9s-hidden-fire,0,20,0%,7.8
https://9takes.com/enneagram-corner/enneagram-types-in-stress#enneagram-7-in-stress,0,20,0%,8.7
https://9takes.com/personality-analysis/Eminem#toc-the-protector-emerges,0,20,0%,9.65
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-2-the-young-caretakers,0,20,0%,10.15
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-3-the-little-achievers,0,20,0%,10.15
https://9takes.com/enneagram-corner/enneagram-childhood-stereotypes#type-6-the-loyal-protectors,0,20,0%,10.15
https://9takes.com/enneagram-corner/enneagram-types-in-stress#stress-breakdown-comparison-table,0,20,0%,10.4
https://9takes.com/personality-analysis/Tina-Fey#toc-from-snl-writers-room-to-30-rock-tina-feys-reluctant-journey-to-the-spotlight,0,19,0%,4.84
https://9takes.com/personality-analysis/Tina-Fey#toc-liz-lemon-vs-tina-fey-where-character-meets-creator,0,19,0%,4.84
https://9takes.com/personality-analysis/Tina-Fey#toc-tina-feys-inner-dialogue-what-really-goes-through-her-mind,0,19,0%,4.84
https://9takes.com/personality-analysis/Tina-Fey#toc-what-makes-tina-fey-tick-joy-pride-and-hidden-vulnerabilities,0,19,0%,4.84
https://9takes.com/personality-analysis/Anne-Hathaway#toc-in-the-company-she-keeps-relationships-and-support-systems,0,19,0%,6.63
https://9takes.com/personality-analysis/Kim-Kardashian#toc-the-paris-robbery-a-type-3s-wake-up-call,0,19,0%,8.58
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#healing-avoidant-attachment-by-type,0,19,0%,9.37
https://9takes.com/personality-analysis/Eminem#toc-loyalty-above-all,0,19,0%,9.95
https://9takes.com/personality-analysis/Lana-Del-Rey#toc-decoding-lana-del-reys-enneagram-type-4-core-motivations,0,18,0%,6.22
https://9takes.com/personality-analysis/Dua-Lipa#toc-dua-lipa-an-enneagram-type-3,0,18,0%,6.67
https://9takes.com/personality-analysis/Dua-Lipa#toc-unraveling-the-forces-that-drive-dua-lipa,0,18,0%,6.67
https://9takes.com/how-to-guides/ultimate-guide-to-active-listening,0,18,0%,10.39
https://9takes.com/enneagram-corner/first-impression-enneagram-playbook,0,18,0%,10.94
https://9takes.com/personality-analysis/Chappell-Roan#toc-the-challengers-path-forward-what-makes-chappells-journey-universal,0,17,0%,6.53
https://9takes.com/personality-analysis/Mark-Zuckerberg#toc-navigating-criticism-the-type-5-under-fire,0,17,0%,8.47
https://9takes.com/enneagram-corner/enneagram-vs-meyers-briggs#enneagram-vs-myers-briggs-a-comparative-analysis,0,17,0%,10.35
https://9takes.com/personality-analysis/Peter-Thiel#toc-mimetic-theory-and-paranoia-the-world-through-a-type-6-lens,0,16,0%,2.5
https://9takes.com/personality-analysis/Donald-Trump#toc-the-trump-brand-values-and-convictions,0,16,0%,6.25
https://9takes.com/personality-analysis/Trevor-Noah#toc-beyond-the-daily-show-evolution-of-a-type-6,0,16,0%,6.31
https://9takes.com/personality-analysis/Trevor-Noah#toc-finding-safety-through-language-and-humor,0,16,0%,6.31
https://9takes.com/personality-analysis/Trevor-Noah#toc-loyal-skepticism-in-action-trevors-approach-to-difficult-topics,0,16,0%,6.31
https://9takes.com/personality-analysis/Meryl-Streep#toc-core-fears-that-drive-hollywoods-most-beloved-actress,0,16,0%,7.06
https://9takes.com/personality-analysis/Meryl-Streep#toc-from-jersey-girl-to-hollywood-icon-how-a-helper-rose-to-fame,0,16,0%,7.06
https://9takes.com/personality-analysis/Meryl-Streep#toc-the-psychological-cost-of-being-everyones-favorite-helper,0,16,0%,7.06
https://9takes.com/personality-analysis/Meryl-Streep#toc-where-streep-breaks-the-helper-mold,0,16,0%,7.06
https://9takes.com/personality-analysis/Sydney-Sweeney#toc-weathering-public-storms-the-type-3-under-scrutiny,0,16,0%,7.25
https://9takes.com/personality-analysis/Robert-Pattinson#toc-london-roots-how-roberts-childhood-shaped-his-artistic-soul,0,16,0%,8.5
https://9takes.com/enneagram-corner/attachment-styles-and-enneagram-types#type-7-the-enthusiasts-avoidance-through-adventure,0,16,0%,8.56
https://9takes.com/enneagram-corner/enneagram-parenting-mental-health,0,16,0%,9.19
https://9takes.com/personality-analysis/Eminem#toc-charging-toward-danger,0,16,0%,9.81
https://9takes.com/enneagram-corner/mental-health/enneagram-anxiety-complete-guide,0,16,0%,11.62
https://9takes.com/personality-analysis/Lex-Fridman#toc-the-psychology-of-lexs-technological-vision,0,15,0%,5.8
https://9takes.com/how-to-guides/how-to-psychoanalyze-people,0,15,0%,6.8
https://9takes.com/personality-analysis/Eminem#toc-what-keeps-him-up-at-night,0,15,0%,9.8
https://9takes.com/how-to-guides/the-crash-course-on-emotions-that-we-missed-in-kindergarten,0,15,0%,10.47
https://9takes.com/enneagram-corner/enneagram-books-websites-podcasts,0,15,0%,34.4
https://9takes.com/personality-analysis/Meryl-Streep#toc-the-unseen-side-of-streep-what-her-type-2-personality-reveals-about-her-private-life,0,14,0%,5.21
